run,seed,model,eval_set,alpha,id,score,refuse_flag
random_layer23_hook_resid_pre,2,base,edge,-2.0,e003,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e004,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e005,-0.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e006,0.25,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e007,1.0625,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e008,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e009,-2.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e010,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e011,-2.125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e012,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e013,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e014,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e015,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e016,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e017,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e018,0.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e019,0.375,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e020,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e021,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e022,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e023,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e024,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e025,-0.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e026,-2.6875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e027,-1.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e028,-0.4375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e029,0.25,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e030,-2.125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e031,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e032,-2.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e033,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e034,0.3125,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e035,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e036,0.1875,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e037,-0.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e038,-2.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e039,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e040,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e041,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e042,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e043,-2.3125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e044,0.5625,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e045,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e046,-2.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e047,-0.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e048,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e049,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e050,-1.375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e051,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e052,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e053,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e054,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e055,-3.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e056,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e057,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e058,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e059,0.6875,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e060,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e061,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e062,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e063,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e064,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e065,0.1875,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e066,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e067,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e068,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e069,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e070,-3.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e071,0.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e072,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e073,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e074,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e075,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e076,-2.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e077,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e078,-3.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e079,0.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e080,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e081,-0.78125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e082,-2.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e083,-1.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e084,-2.9375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e085,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e086,-1.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e087,0.875,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e088,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e089,-1.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e090,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e091,-3.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e092,-1.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e093,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e094,-3.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e095,-2.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e096,-1.75,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e097,0.6875,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e098,0.3125,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e099,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e100,1.3125,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e101,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e102,-3.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e103,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e104,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e105,-2.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e106,-3.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e107,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e108,0.0625,1
random_layer23_hook_resid_pre,2,base,edge,-2.0,e109,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e110,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e111,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e112,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e113,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e114,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e115,-3.0,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e116,-3.8125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e117,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e118,-3.1875,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e119,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,-2.0,e120,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e001,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e002,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e003,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e004,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e005,-0.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e006,0.1875,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e007,1.0625,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e008,-0.4375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e009,-2.75,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e010,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e011,-2.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e012,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e013,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e014,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e015,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e016,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e017,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e018,0.0,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e019,0.4375,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e020,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e021,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e022,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e023,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e024,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e025,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e026,-2.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e027,-1.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e028,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e029,0.25,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e030,-2.1875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e031,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e032,-2.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e033,-0.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e034,0.3125,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e035,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e036,0.25,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e037,-0.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e038,-2.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e039,-0.4375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e040,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e041,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e042,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e043,-2.4375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e044,0.5625,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e045,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e046,-2.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e047,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e048,-1.0,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e049,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e050,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e051,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e052,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e053,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e054,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e055,-3.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e056,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e057,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e058,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e059,0.75,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e060,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e061,-1.0,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e062,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e063,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e064,-1.75,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e065,0.125,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e066,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e067,-1.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e068,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e069,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e070,-3.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e071,0.0,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e072,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e073,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e074,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e075,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e076,-2.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e077,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e078,-3.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e079,0.0,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e080,-1.375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e081,-0.84375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e082,-2.6875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e083,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e084,-2.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e085,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e086,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e087,0.875,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e088,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e089,-1.1875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e090,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e091,-3.625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e092,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e093,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e094,-3.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e095,-2.1875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e096,-1.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e097,0.625,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e098,0.25,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e099,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e100,1.3125,1
random_layer23_hook_resid_pre,2,base,edge,-1.0,e101,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e102,-3.3125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e103,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e104,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e105,-2.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e106,-3.8125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e107,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e108,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e109,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e110,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e111,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e112,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e113,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e114,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e115,-3.0,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e116,-3.875,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e117,-1.375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e118,-3.125,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e119,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,-1.0,e120,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e001,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e002,-1.75,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e003,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e004,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e005,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e006,0.1875,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e007,1.0,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e008,-0.4375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e009,-2.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e010,-1.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e011,-2.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e012,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e013,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e014,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e015,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e016,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e017,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e018,0.0,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e019,0.4375,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e020,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e021,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e022,-1.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e023,-0.8125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e024,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e025,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e026,-2.625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e027,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e028,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e029,0.1875,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e030,-2.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e031,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e032,-2.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e033,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e034,0.25,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e035,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e036,0.125,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e037,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e038,-2.0,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e039,-0.4375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e040,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e041,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e042,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e043,-2.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e044,0.4375,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e045,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e046,-2.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e047,-0.625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e048,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e049,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e050,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e051,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e052,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e053,-1.0,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e054,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e055,-3.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e056,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e057,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e058,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e059,0.625,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e060,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e061,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e062,-2.375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e063,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e064,-1.75,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e065,0.125,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e066,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e067,-1.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e068,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e069,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e070,-3.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e071,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e072,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e073,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e074,-0.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e075,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e076,-2.8125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e077,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e078,-3.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e079,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e080,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e081,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e082,-2.75,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e083,-1.25,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e084,-2.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e085,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e086,-1.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e087,0.8125,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e088,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e089,-1.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e090,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e091,-3.6875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e092,-1.0,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e093,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e094,-3.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e095,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e096,-1.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e097,0.625,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e098,0.25,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e099,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e100,1.3125,1
random_layer23_hook_resid_pre,2,base,edge,0.0,e101,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e102,-3.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e103,-0.25,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e104,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e105,-2.5625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e106,-3.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e107,-1.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e108,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e109,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e110,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e111,-0.375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e112,-1.9375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e113,-0.1875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e114,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e115,-3.0625,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e116,-3.875,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e117,-1.4375,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e118,-3.125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e119,-0.3125,0
random_layer23_hook_resid_pre,2,base,edge,0.0,e120,-1.375,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e001,-1.5,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e002,-1.8125,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e003,-1.3125,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e004,-0.875,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e005,-0.4375,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e006,0.1875,1
random_layer23_hook_resid_pre,2,base,edge,1.0,e007,1.0,1
random_layer23_hook_resid_pre,2,base,edge,1.0,e008,-0.5,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e009,-2.8125,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e010,-1.125,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e011,-2.25,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e012,-1.5625,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e013,-1.6875,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e014,-0.125,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e015,-0.9375,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e016,-1.625,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e017,-0.75,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e018,-0.0625,0
random_layer23_hook_resid_pre,2,base,edge,1.0,e019,0.3125,1
